job_number,source_book,book_title,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,section,evidence,notes,doc
295,hub,Custom Tekton Hub instance,"When I need a production-grade PostgreSQL database for Tekton Hub, I want to install and configure Crunchy Postgres Operator with appropriate network access, so I can provide reliable database services for the hub.",consumption,Cluster administrator,Deploy,main_job,,Install Crunchy Postgres Operator from OperatorHub | Create Postgres instance,Use custom database in Tekton Hub | Migrate Tekton Hub data to Crunchy Postgres,Ensure database accepts connections from Tekton Hub pods | Minimize connectivity issues by configuring pg_hba.conf correctly | Provide scalable and reliable database backend,Installing Crunchy Postgres database and Tekton Hub,lines 451-611: Installing Crunchy Postgres database and Tekton Hub,Detailed procedure for configuring Crunchy Postgres network access and creating connection secret.,using-tekton-hub-with-openshift-pipelines-combined.adoc
296,hub,Custom Tekton Hub instance,"As a cluster administrator, when I need to configure Crunchy Postgres for Tekton Hub access, I want to modify pg_hba.conf to allow all incoming connections and create the connection secret, so Tekton Hub can connect successfully.",consumption,Cluster administrator,Configure,user_story,Install and configure Crunchy Postgres for Tekton Hub,Install Crunchy Postgres Operator | Create Postgres instance | Access to Postgres pod,Decode Postgres host secret,Avoid connection failures by allowing required host access | Minimize troubleshooting time with correct initial configuration | Enable Tekton Hub to authenticate with Postgres database,Installing Crunchy Postgres database and Tekton Hub,lines 451-611: Installing Crunchy Postgres database procedure with pg_hba.conf modification,Requires manual modification of pg_hba.conf file and database reload.,using-tekton-hub-with-openshift-pipelines-combined.adoc
297,hub,Custom Tekton Hub instance,"When I need to move from the default Tekton Hub database to an external Crunchy Postgres instance, I want to dump and restore the data, so I can migrate without losing existing catalog information, user ratings, or configuration.",consumption,Cluster administrator,Migrate,main_job,,Have running Tekton Hub with default database | Have configured Crunchy Postgres instance | Install Crunchy Postgres with network access configured,Install Crunchy Postgres database | Use custom database in Tekton Hub,Ensure zero data loss during migration | Minimize downtime for Tekton Hub users | Validate all data is restored correctly before cutover,Migrating Tekton Hub data to an existing Crunchy Postgres database,lines 620-820: Migrating Tekton Hub data to an existing Crunchy Postgres database,Multi-step migration using pg_dump and pg_restore with pod file copying.,using-tekton-hub-with-openshift-pipelines-combined.adoc
298,hub,Custom Tekton Hub instance,"As a cluster administrator, when migrating Tekton Hub data to Crunchy Postgres, I want to use pg_dump and pg_restore via pod exec and oc cp commands, so I can transfer data between the default and external database.",consumption,Cluster administrator,Migrate,user_story,Move from default database to external Crunchy Postgres,Access to default Tekton Hub database pod | Access to Crunchy Postgres pod | oc CLI access,Configure pg_hba.conf for network access | Create tekton-hub-db secret,Complete dump without data corruption | Minimize manual steps prone to errors | Restore all tables and data successfully,Migrating Tekton Hub data to an existing Crunchy Postgres database,"lines 620-820: Migration procedure with pg_dump, oc cp, and pg_restore commands",Requires copying dump file from default pod to local system then to Crunchy pod.,using-tekton-hub-with-openshift-pipelines-combined.adoc
299,hub,Custom Tekton Hub instance,"When I need to align Tekton Hub with my organization's taxonomy and approved task catalogs, I want to customize categories, catalogs, scopes, and default scopes in the TektonHub CR, so I can provide a tailored experience for my users.",core,Cluster administrator,Configure,main_job,,Have Tekton Hub installed,Modify catalog refresh interval | Add new users with custom scopes,Ensure users see only organization-relevant categories | Minimize confusion by removing irrelevant public catalog entries | Provide organization-specific task collections,Updating Tekton Hub with custom categories and catalogs,lines 829-864: Updating Tekton Hub with custom categories and catalogs,Overrides default config map values when specified in TektonHub CR.,using-tekton-hub-with-openshift-pipelines-combined.adoc
300,hub,Custom Tekton Hub instance,"As a cluster administrator, when I need to customize Tekton Hub for my organization, I want to edit the categories, catalogs, scopes, and default scopes fields in the TektonHub CR, so I can override defaults with organization-specific values.",core,Cluster administrator,Configure,user_story,Customize Tekton Hub taxonomy and catalogs,Have existing TektonHub CR,,Apply custom configuration with a single CR update | See changes reflected immediately after reconciliation | Avoid editing config maps directly,Updating Tekton Hub with custom categories and catalogs,lines 829-864: Updating Tekton Hub procedure with CR field editing,Custom values in TektonHub CR override API config map defaults.,using-tekton-hub-with-openshift-pipelines-combined.adoc
301,hub,Custom Tekton Hub instance,"When I need to control how frequently Tekton Hub updates task catalogs from upstream repositories, I want to modify the catalog refresh interval, so I can balance catalog freshness with system load.",core,Cluster administrator,Configure,main_job,,Have Tekton Hub installed,Update custom categories and catalogs,Ensure catalog updates happen at appropriate intervals | Minimize unnecessary network and processing overhead | Reduce staleness of catalog data,Modifying the catalog refresh interval of Tekton Hub,lines 873-916: Modifying the catalog refresh interval of Tekton Hub,"Default interval is 30 minutes; supports seconds, minutes, hours, days, weeks.",using-tekton-hub-with-openshift-pipelines-combined.adoc
302,hub,Custom Tekton Hub instance,"As a cluster administrator, when I need to change how often catalogs refresh, I want to update the catalogRefreshInterval field in the TektonHub CR, so I can set the interval using time units that match my requirements.",core,Cluster administrator,Configure,user_story,Control catalog refresh frequency,Have existing TektonHub CR,,"Set interval using intuitive time units (s, m, h, d, w) | Apply change with a single CR update | Avoid manual cron or scheduler configuration",Modifying the catalog refresh interval of Tekton Hub,lines 873-916: Modifying catalog refresh interval procedure with catalogRefreshInterval field,Time interval configured in TektonHub CR spec.api.catalogRefreshInterval.,using-tekton-hub-with-openshift-pipelines-combined.adoc
303,hub,Custom Tekton Hub instance,"When I need to grant specific users administrative capabilities in Tekton Hub, I want to add users with custom scopes like agent:create or catalog:refresh, so I can delegate catalog management responsibilities.",core,Cluster administrator,Administer,main_job,,Have Tekton Hub installed with OAuth authentication | Have usernames from Git repository hosting provider,Install Tekton Hub with login and rating | Refresh Tekton Hub configuration,Ensure new users have appropriate permissions upon first login | Minimize security risks by assigning least-privilege scopes | Enable delegated catalog administration,Adding new users in Tekton Hub configuration,lines 925-990: Adding new users in Tekton Hub configuration,New users get only default scopes until added to scopes field in TektonHub CR.,using-tekton-hub-with-openshift-pipelines-combined.adoc
304,hub,Custom Tekton Hub instance,"As a cluster administrator, when I need to grant elevated permissions to specific users, I want to add their usernames to the scopes field in the TektonHub CR and refresh the configuration, so I can activate their permissions.",core,Cluster administrator,Administer,user_story,Grant specific users administrative capabilities,Have Tekton Hub with OAuth enabled | Know usernames registered with Git hosting provider | Have API access token,,Update scopes without redeploying Tekton Hub | Activate permissions immediately via config refresh API | Avoid manual database edits,Adding new users in Tekton Hub configuration,lines 925-990: Adding new users procedure with scopes field editing and config refresh curl command,"Requires curl command to refresh config after CR update, using JWT access token.",using-tekton-hub-with-openshift-pipelines-combined.adoc
305,hub,Custom Tekton Hub instance,"When I upgrade OpenShift Pipelines Operator from 1.7 to 1.8, I want to disable login authorization and ratings in Tekton Hub, so I can align with the new default behavior without authentication.",consumption,Cluster administrator,Upgrade,main_job,,Upgraded OpenShift Pipelines Operator from 1.7 to 1.8 | Have existing Tekton Hub instance from 1.7,Install Tekton Hub without login and rating,Remove authentication requirements after upgrade | Ensure Tekton Hub reaches Ready state after changes | Minimize user confusion by aligning with 1.8 defaults,Disabling Tekton Hub authorization after upgrading from 1.7 to 1.8,lines 998-1080: Disabling Tekton Hub authorization after upgrade from 1.7 to 1.8,Manual cleanup required because upgrade does not automatically disable auth.,using-tekton-hub-with-openshift-pipelines-combined.adoc
306,hub,Custom Tekton Hub instance,"As a cluster administrator, when disabling Tekton Hub authorization after Operator upgrade, I want to delete the API secret and TektonInstallerSet objects so the Operator recreates them with the new default configuration.",consumption,Cluster administrator,Upgrade,user_story,Disable login authorization after Operator upgrade,Upgraded to OpenShift Pipelines 1.8 | Have access to tekton-hub-api secret and TektonInstallerSet resources,,Trigger Operator to recreate resources with 1.8 defaults | Minimize manual configuration changes | Verify Tekton Hub reaches Ready state after each deletion,Disabling Tekton Hub authorization after upgrading from 1.7 to 1.8,lines 998-1080: Disabling authorization procedure with secret and TektonInstallerSet deletion,"Two-phase deletion: API secret and installer set, then UI config map and installer set.",using-tekton-hub-with-openshift-pipelines-combined.adoc
307,tkn_cli,Pipelines CLI (tkn) reference,"When I need to manage OpenShift Pipelines from a terminal, I want to install the tkn CLI tool on my platform, so I can interact with pipelines using command-line operations",core,OpenShift Pipelines user,Get Started,main_job,,,Verify tkn CLI installation | Configure tkn CLI for cluster access | Execute pipeline operations using tkn,tkn CLI installed on local system | tkn command available in PATH | Ability to execute tkn commands from terminal,Installing tkn,"tkn_cli-combined.adoc -> Installing tkn, lines 58-66",Main job covering the overall installation goal across all platforms,tkn_cli-combined.adoc
308,tkn_cli,Pipelines CLI (tkn) reference,"When I am using a Linux distribution, I want to download and install the tkn CLI from a tar.gz archive, so I can manage pipelines from my Linux terminal",core,Linux system administrator,Get Started,user_story,"When I need to manage OpenShift Pipelines from a terminal, I want to install the tkn CLI tool on my platform, so I can interact with pipelines using command-line operations",,Install tkn on Linux using RPM | Add tkn to PATH environment variable,"CLI tool downloaded for correct architecture (x86_64, s390x, ppc64le, or arm64) | Archive unpacked successfully | tkn executables available in PATH",Installing the Red Hat OpenShift Pipelines CLI on Linux,"tkn_cli-combined.adoc -> Installing the Red Hat OpenShift Pipelines CLI on Linux, lines 91-137","Supports multiple Linux architectures; includes tkn, tkn-pac, and opc executables",tkn_cli-combined.adoc
309,tkn_cli,Pipelines CLI (tkn) reference,"When I am using RHEL 8, I want to install the tkn CLI using an RPM package, so I can manage the installation through the system package manager",core,RHEL system administrator,Get Started,user_story,"When I need to manage OpenShift Pipelines from a terminal, I want to install the tkn CLI tool on my platform, so I can interact with pipelines using command-line operations",Active OpenShift subscription | Root or sudo privileges | RHEL 8 system,Register system with subscription manager | Enable OpenShift Pipelines repositories,openshift-pipelines-client package installed via RPM | tkn CLI managed through yum/dnf | Automatic dependency resolution,Installing the Red Hat OpenShift Pipelines CLI on Linux using an RPM,"tkn_cli-combined.adoc -> Installing the Red Hat OpenShift Pipelines CLI on Linux using an RPM, lines 140-230",Requires subscription management and repository enablement; supports multiple architectures,tkn_cli-combined.adoc
310,tkn_cli,Pipelines CLI (tkn) reference,"When I am using Windows, I want to download and install the tkn CLI from a zip archive, so I can manage pipelines from my Windows terminal",core,Windows system administrator,Get Started,user_story,"When I need to manage OpenShift Pipelines from a terminal, I want to install the tkn CLI tool on my platform, so I can interact with pipelines using command-line operations",,Extract zip archive | Add tkn to Windows PATH,CLI tool downloaded for Windows | Archive extracted successfully | tkn executables available in PATH,Installing the Red Hat OpenShift Pipelines CLI on Windows,"tkn_cli-combined.adoc -> Installing the Red Hat OpenShift Pipelines CLI on Windows, lines 233-265","Simpler installation process than Linux; includes tkn, tkn-pac, and opc executables",tkn_cli-combined.adoc
311,tkn_cli,Pipelines CLI (tkn) reference,"When I am using macOS, I want to download and install the tkn CLI from a tar.gz archive, so I can manage pipelines from my macOS terminal",core,macOS system administrator,Get Started,user_story,"When I need to manage OpenShift Pipelines from a terminal, I want to install the tkn CLI tool on my platform, so I can interact with pipelines using command-line operations",,Extract tar.gz archive | Add tkn to macOS PATH,CLI tool downloaded for correct architecture (amd64 or arm64) | Archive extracted successfully | tkn executables available in PATH,Installing the Red Hat OpenShift Pipelines CLI on macOS,"tkn_cli-combined.adoc -> Installing the Red Hat OpenShift Pipelines CLI on macOS, lines 268-306","Supports both Intel (amd64) and Apple Silicon (arm64) architectures; includes tkn, tkn-pac, and opc executables",tkn_cli-combined.adoc
312,tkn_cli,Pipelines CLI (tkn) reference,"When I need to work more efficiently with the tkn CLI, I want to configure the CLI environment with tab completion and customizations, so I can execute commands faster and with fewer errors",core,CLI user,Configure,main_job,,tkn CLI installed,Install tkn CLI | Use tkn commands,CLI is configured for optimal usage | Tab completion is enabled | Command execution is more efficient,Configuring the {pipelines-shortname} tkn CLI,"tkn_cli-combined.adoc -> Configuring the {pipelines-shortname} tkn CLI, lines 310-363",Main job covering the entire configuration section,tkn_cli-combined.adoc
313,tkn_cli,Pipelines CLI (tkn) reference,"When I'm typing tkn commands in the terminal, I want to enable tab completion, so I can automatically complete commands or see available options without memorizing syntax",core,CLI user,Configure,user_story,"When I need to work more efficiently with the tkn CLI, I want to configure the CLI environment with tab completion and customizations, so I can execute commands faster and with fewer errors",tkn CLI tool installed | bash-completion installed on local system,Install tkn CLI | Use tkn completion command,Tab completion is enabled for tkn commands | Commands are automatically completed when pressing Tab | Available options are suggested when pressing Tab | New terminal sessions have tab completion enabled,Enabling tab completion,"tkn_cli-combined.adoc -> Enabling tab completion, lines 329-363",User story with clear prerequisites and procedural steps,tkn_cli-combined.adoc
314,tkn_cli,Pipelines CLI (tkn) reference,"When I need to set up the tkn CLI for the first time, I want to verify the installation and check available commands, so I can confirm the tool is working correctly",core,Pipeline operator,Get Started,main_job,,tkn CLI installed,Enable shell completion | Check CLI version,Confirm tkn is installed and accessible | Understand available tkn commands | Verify correct version is installed,Utility commands,"tkn_cli-combined.adoc -> Utility commands, lines 400-431",Foundational job for CLI usage,tkn_cli-combined.adoc
315,tkn_cli,Pipelines CLI (tkn) reference,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",core,Pipeline operator,Operate,main_job,,tkn CLI installed | OpenShift Pipelines installed | Cluster access configured,Manage pipeline runs | Manage tasks | Monitor pipeline execution,Create and deploy pipelines | List and inspect pipeline configurations | Start pipeline executions | Delete obsolete pipelines | View pipeline execution logs,Pipelines management commands,"tkn_cli-combined.adoc -> Pipelines management commands, lines 442-502",Core operational job for pipeline lifecycle management,tkn_cli-combined.adoc
316,tkn_cli,Pipelines CLI (tkn) reference,"When I need to clean up unused pipeline definitions, I want to delete a pipeline from a namespace, so I can remove obsolete or test pipelines",core,Pipeline operator,Operate,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Pipeline exists in namespace | Permission to delete pipelines,List pipelines | Delete pipeline runs,Remove unwanted pipeline definitions | Clean up namespace resources | Maintain organized pipeline catalog,Pipelines management commands,"tkn_cli-combined.adoc -> Pipelines management commands, lines 456-464",Requires pipeline name and namespace,tkn_cli-combined.adoc
317,tkn_cli,Pipelines CLI (tkn) reference,"When I need to understand a pipeline's configuration, I want to describe a pipeline with detailed information, so I can review its tasks, parameters, and structure",core,Pipeline operator,Reference,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Pipeline exists,List pipelines | View pipeline runs,View complete pipeline definition | Understand pipeline structure | Review task composition | Inspect parameters and workspaces,Pipelines management commands,"tkn_cli-combined.adoc -> Pipelines management commands, lines 466-473",Provides detailed pipeline specification,tkn_cli-combined.adoc
318,tkn_cli,Pipelines CLI (tkn) reference,"When I need to see what pipelines are available, I want to list all pipelines in my namespace, so I can identify which pipelines I can execute",core,Pipeline operator,Reference,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Access to namespace,Describe pipeline | Start pipeline,View all available pipelines | Identify pipeline names for execution | Assess pipeline inventory,Pipelines management commands,"tkn_cli-combined.adoc -> Pipelines management commands, lines 475-482",Simple listing command,tkn_cli-combined.adoc
319,tkn_cli,Pipelines CLI (tkn) reference,"When I need to monitor pipeline execution in real-time, I want to stream the live logs for a pipeline, so I can watch progress and troubleshoot issues as they occur",core,Pipeline operator,Monitor,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Pipeline run is executing or has executed,Start pipeline | View pipeline run logs,Watch real-time execution progress | Identify failures quickly | Monitor task completion | Debug pipeline issues,Pipelines management commands,"tkn_cli-combined.adoc -> Pipelines management commands, lines 484-491",Uses -f flag for streaming logs,tkn_cli-combined.adoc
320,tkn_cli,Pipelines CLI (tkn) reference,"When I need to execute a CI/CD workflow, I want to start a pipeline, so I can trigger the automated build, test, or deployment process",core,Pipeline operator,Deploy,user_story,"When I am managing CI/CD workflows, I want to manage pipelines from the command line, so I can create, monitor, and control pipeline resources without using the web console",Pipeline exists | Required resources configured,View pipeline logs | List pipeline runs | Monitor execution,Initiate pipeline execution | Trigger automated workflows | Create new pipeline run | Begin CI/CD process,Pipelines management commands,"tkn_cli-combined.adoc -> Pipelines management commands, lines 493-500",Creates a pipeline run from pipeline definition,tkn_cli-combined.adoc
321,tkn_cli,Pipelines CLI (tkn) reference,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",core,Pipeline operator,Operate,main_job,,tkn CLI installed | Access to pipeline runs,Manage pipelines | View logs | Monitor execution,List active and completed runs | Inspect run details and status | Cancel running executions | Delete old or failed runs | View execution logs,Pipeline run commands,"tkn_cli-combined.adoc -> Pipeline run commands, lines 512-590",Pipeline runs are execution instances of pipeline definitions,tkn_cli-combined.adoc
322,tkn_cli,Pipelines CLI (tkn) reference,"When a pipeline execution is stuck or needs to be stopped, I want to cancel a pipeline run, so I can terminate the execution and free up resources",core,Pipeline operator,Operate,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline run is in running state | Permission to cancel runs,List pipeline runs | Delete pipeline run,Stop running pipeline execution | Free cluster resources | Prevent further task execution | Terminate failed or incorrect runs,Pipeline run commands,"tkn_cli-combined.adoc -> Pipeline run commands, lines 527-534",Cancels active execution,tkn_cli-combined.adoc
323,tkn_cli,Pipelines CLI (tkn) reference,"When I need to clean up old pipeline executions, I want to delete pipeline runs with flexible retention options, so I can manage storage and maintain a clean execution history",core,Pipeline operator,Operate,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline runs exist | Permission to delete runs,List pipeline runs | Cancel pipeline run,Remove old execution records | Free storage space | Retain recent execution history | Clean up failed runs | Maintain manageable run count,Pipeline run commands,"tkn_cli-combined.adoc -> Pipeline run commands, lines 536-561",Supports selective deletion with --keep flag and --all option; v1.6+ does not delete running executions,tkn_cli-combined.adoc
324,tkn_cli,Pipelines CLI (tkn) reference,"When I need to troubleshoot a pipeline execution, I want to describe a pipeline run with full details, so I can analyze task status, timing, and results",core,Pipeline operator,Monitor,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline run exists,View pipeline run logs | List pipeline runs,View complete run status | See task execution details | Review parameters and results | Identify failure points | Analyze execution timing,Pipeline run commands,"tkn_cli-combined.adoc -> Pipeline run commands, lines 563-570",Provides detailed execution information,tkn_cli-combined.adoc
325,tkn_cli,Pipelines CLI (tkn) reference,"When I need to see execution history, I want to list all pipeline runs in a namespace, so I can track which pipelines have executed and their status",core,Pipeline operator,Monitor,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Access to namespace,Describe pipeline run | View run logs,View execution history | Identify run status | Find specific executions | Track pipeline activity,Pipeline run commands,"tkn_cli-combined.adoc -> Pipeline run commands, lines 572-579",Lists all runs in namespace,tkn_cli-combined.adoc
326,tkn_cli,Pipelines CLI (tkn) reference,"When I need to debug or audit a pipeline execution, I want to display the logs of a pipeline run with all tasks and steps, so I can investigate failures or verify correct behavior",core,Pipeline operator,Monitor,user_story,"When I am operating CI/CD pipelines, I want to manage pipeline runs from the command line, so I can monitor, control, and clean up pipeline executions",Pipeline run exists or is running,Describe pipeline run | Monitor live execution,View complete execution logs | Debug task failures | Verify step outputs | Audit execution activity | Understand error messages,Pipeline run commands,"tkn_cli-combined.adoc -> Pipeline run commands, lines 581-589",Uses -a flag to show all tasks and steps,tkn_cli-combined.adoc
327,tkn_cli,Pipelines CLI (tkn) reference,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",core,Pipeline developer,Operate,main_job,,tkn CLI installed | Access to namespace | Understanding of task concepts,Manage pipelines | Manage task runs | Test tasks,Create and deploy task definitions | List available tasks | Inspect task specifications | Execute tasks for testing | Remove obsolete tasks,Task management commands,"tkn_cli-combined.adoc -> Task management commands, lines 600-650",Tasks are reusable units of work within pipelines,tkn_cli-combined.adoc
328,tkn_cli,Pipelines CLI (tkn) reference,"When I need to clean up unused task definitions, I want to delete tasks from a namespace, so I can remove obsolete or test task resources",core,Pipeline developer,Operate,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Tasks exist in namespace | Permission to delete tasks,List tasks | Delete task runs,Remove unwanted task definitions | Clean up namespace | Maintain organized task catalog | Free cluster resources,Task management commands,"tkn_cli-combined.adoc -> Task management commands, lines 614-621",Supports deleting multiple tasks in one command,tkn_cli-combined.adoc
329,tkn_cli,Pipelines CLI (tkn) reference,"When I need to understand a task's implementation, I want to describe a task with its full specification, so I can review its steps, parameters, and workspaces",core,Pipeline developer,Reference,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Task exists,List tasks | Start task,View complete task definition | Understand task steps | Review parameters and inputs | Inspect workspace requirements | Assess task capabilities,Task management commands,"tkn_cli-combined.adoc -> Task management commands, lines 623-630",Shows detailed task specification,tkn_cli-combined.adoc
330,tkn_cli,Pipelines CLI (tkn) reference,"When I need to discover available tasks, I want to list all tasks in a namespace, so I can identify reusable components for my pipelines",core,Pipeline developer,Reference,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Access to namespace,Describe task | Search hub for tasks,View available task catalog | Identify task names | Assess task inventory | Find reusable components,Task management commands,"tkn_cli-combined.adoc -> Task management commands, lines 632-639",Lists tasks in specified namespace,tkn_cli-combined.adoc
331,tkn_cli,Pipelines CLI (tkn) reference,"When I need to test a task independently, I want to start a task with specific service account, so I can validate task behavior before using it in a pipeline",core,Pipeline developer,Deploy,user_story,"When I am building reusable CI/CD components, I want to manage tasks from the command line, so I can create, organize, and maintain task definitions",Task exists | Service account configured | Required resources available,View task run logs | Describe task,Execute task standalone | Validate task functionality | Test task with parameters | Verify task outputs | Debug task implementation,Task management commands,"tkn_cli-combined.adoc -> Task management commands, lines 641-648",Allows specifying service account with -s flag,tkn_cli-combined.adoc
332,tkn_cli,Pipelines CLI (tkn) reference,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",core,Pipeline developer,Operate,main_job,,tkn CLI installed | Access to task runs,Manage tasks | Monitor task execution | Debug failures,List task executions | Inspect run details | Cancel running tasks | Delete old test runs | View execution logs,Task run commands,"tkn_cli-combined.adoc -> Task run commands, lines 661-729",Task runs are execution instances of task definitions,tkn_cli-combined.adoc
333,tkn_cli,Pipelines CLI (tkn) reference,"When a task execution needs to be stopped, I want to cancel a task run, so I can terminate the execution and prevent resource waste",core,Pipeline developer,Operate,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task run is in running state | Permission to cancel runs,List task runs | Delete task run,Stop running task execution | Free cluster resources | Terminate failed or incorrect runs | Prevent further step execution,Task run commands,"tkn_cli-combined.adoc -> Task run commands, lines 675-682",Cancels active task execution,tkn_cli-combined.adoc
334,tkn_cli,Pipelines CLI (tkn) reference,"When I need to clean up test executions, I want to delete task runs with retention options, so I can maintain a clean execution history while preserving recent runs",core,Pipeline developer,Operate,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task runs exist | Permission to delete runs,List task runs | Cancel task run,Remove old test executions | Free storage space | Retain recent run history | Manage execution count | Clean up failed runs,Task run commands,"tkn_cli-combined.adoc -> Task run commands, lines 684-698",Supports --keep flag to retain most recent runs,tkn_cli-combined.adoc
335,tkn_cli,Pipelines CLI (tkn) reference,"When I need to analyze a task execution, I want to describe a task run with complete details, so I can review step status, results, and timing",core,Pipeline developer,Monitor,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task run exists,View task run logs | List task runs,View complete run status | See step execution details | Review results and outputs | Identify failure points | Analyze execution timing,Task run commands,"tkn_cli-combined.adoc -> Task run commands, lines 700-707",Provides detailed execution information,tkn_cli-combined.adoc
336,tkn_cli,Pipelines CLI (tkn) reference,"When I need to track task execution history, I want to list all task runs in a namespace, so I can see which tasks have executed and their status",core,Pipeline developer,Monitor,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Access to namespace,Describe task run | View run logs,View execution history | Identify run status | Find specific executions | Track task activity,Task run commands,"tkn_cli-combined.adoc -> Task run commands, lines 709-716",Lists all task runs in namespace,tkn_cli-combined.adoc
337,tkn_cli,Pipelines CLI (tkn) reference,"When I need to debug a task execution, I want to display live logs for a task run, so I can monitor progress and troubleshoot failures in real-time",core,Pipeline developer,Monitor,user_story,"When I am testing and troubleshooting tasks, I want to manage task runs from the command line, so I can monitor individual task executions and clean up test runs",Task run exists or is running,Describe task run | Cancel task run,Watch real-time execution | Debug step failures | Monitor step completion | View output and errors | Identify issues quickly,Task run commands,"tkn_cli-combined.adoc -> Task run commands, lines 719-727",Uses -f flag for live streaming logs,tkn_cli-combined.adoc
338,tkn_cli,Pipelines CLI (tkn) reference,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",core,Pipeline operator,Configure,main_job,,tkn CLI installed | Understanding of resource types | Access to namespace,Manage pipelines | Configure workspaces,Create pipeline resources | List available resources | Inspect resource configurations | Update resource definitions | Delete obsolete resources,Pipeline resource management commands,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 739-791","Pipeline resources define inputs/outputs like git repos, images, storage",tkn_cli-combined.adoc
339,tkn_cli,Pipelines CLI (tkn) reference,"When I need to define a new pipeline input or output, I want to create a pipeline resource interactively, so I can configure git repositories, images, or storage for pipeline use",core,Pipeline operator,Configure,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Access to namespace | Understanding of resource types,List resources | Use in pipeline,Define new resource | Configure resource type and values | Make resource available to pipelines | Set up git repo or image registry,Pipeline resource management commands,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 753-762",Interactive command that prompts for resource details,tkn_cli-combined.adoc
340,tkn_cli,Pipelines CLI (tkn) reference,"When I need to clean up unused pipeline resources, I want to delete a pipeline resource, so I can remove obsolete resource definitions",core,Pipeline operator,Operate,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Resource exists | Permission to delete resources,List resources | Create resource,Remove unwanted resources | Clean up namespace | Free resource definitions,Pipeline resource management commands,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 764-771",Deletes specified resource by name,tkn_cli-combined.adoc
341,tkn_cli,Pipelines CLI (tkn) reference,"When I need to understand a resource configuration, I want to describe a pipeline resource, so I can review its type, parameters, and values",core,Pipeline operator,Reference,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Resource exists,List resources | Use in pipeline,View resource details | Understand resource type | Review configuration values | Verify resource setup,Pipeline resource management commands,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 773-780",Shows detailed resource specification,tkn_cli-combined.adoc
342,tkn_cli,Pipelines CLI (tkn) reference,"When I need to see available pipeline resources, I want to list all pipeline resources in a namespace, so I can identify which resources I can use in my pipelines",core,Pipeline operator,Reference,user_story,"When I need to configure pipeline inputs and outputs, I want to manage pipeline resources from the command line, so I can create and maintain resource definitions for my pipelines",Access to namespace,Describe resource | Create resource,View available resources | Identify resource names | Assess resource inventory | Find resources for pipeline use,Pipeline resource management commands,"tkn_cli-combined.adoc -> Pipeline resource management commands, lines 782-789",Lists all resources in namespace,tkn_cli-combined.adoc
